location,sample,SiO2,TiO2,Al2O3,FeO,MgO,K2O,MnO,Na2O,P2O5,CaO,NiO,La,Ce,Nd,Sm,Eu,Gd,Dy,Er,Yb,Lu,Sr,Ba,Th,Nb,Rb,Ta,Pr,Pb,U,D=0
Reykjanes_Murton2002,DAR0080-153-003,48.8658,0.938175,15.0108,10.2957,10.2594,0.0504395,0.181582,1.836,0.0706153,12.2165,0.028736265,1.66,4.77,4.65,1.81,0.71,2.83,4.04,2.73,2.68,0.39,63.86,11.16,0.11,1.99,0.99,0.13,0.78,,,
